frequency_rank,character,pinyin,definition,radical,radical_code,stroke_count,hsk_levl,general_standard_num
8028,禃,zhí,Zhi,示,113.8,12,6,11210
8029,秔,jīng,non-glutinous rice,禾,115.4,9,6,11211
8030,穻,yū,Yu,穴,116.3,8,6,11212
8031,箇,gè,"numerary adjunct, piece; single",竹,118.8,14,6,11213
8032,籐,téng,"climbing plants, vines, cane",竹,118.15,21,6,11214
8033,絏,xiè,"rope, cable; reins; to tie up, bind",糸,120.6,12,6,11215
8034,纕,rǎng,belt,糸,120.17,23,6,11216
8035,翐,zhì,Zhi,羽,124.5,11,6,11217
8036,耈,gǒu,old age,老,125.5,11,6,11218
8037,耎,ruǎn,"weak, pliable, soft, yielding",而,126.3,9,6,11219
8038,脷,lì,(Cant.) tongue,肉,130.7,11,6,11220
8039,膕,guó,hollow,肉,130.11,15,6,11221
8040,艐,kè,Jie,舟,137.9,15,6,11222
8041,艷,yàn,"beautiful, sexy, voluptuous",色,139.18,24,6,11223
8042,苙,lì,a pig-sty; a kind of medicinal plant,艸,140.5,8,6,11224
8043,葹,shī,"kind of chrysanthemum, xanthium",艸,140.9,12,6,11225
8044,蓂,míng,lucky place,艸,140.1,13,6,7489
8045,蔲,kòu,nutmeg,艸,140.11,14,6,11226
8046,薋,cí,Zi,艸,140.13,16,6,11227
8047,蛷,qiú,Qiu,虫,142.7,13,6,11228
8048,蜑,dàn,egg,虫,142.7,12,6,11229
8049,衂,niù,to be defeated,血,143.3,9,6,11230
8050,衋,xì,Xi,血,143.18,24,6,11231
8051,袿,guī,gown,衣,145.6,11,6,11232
8052,訕,shàn,"abuse, slander; vilify; ridicule",言,149.3,10,6,11233
8053,訝,yà,"express surprise, be surprised",言,149.4,11,6,11234
8054,詠,yǒng,"sing, hum, chant",言,149.5,12,6,11235
8055,誳,qū,Qu,言,149.8,15,6,11236
8056,諆,qī,to cheat,言,149.8,15,6,11237
8057,讱,rèn,"hesitate to say, reluctant to speak",言,149.3,5,6,6521
8058,軃,duǒ,Duo,身,158.12,19,6,11238
8059,轝,yù,"envy; hate, dislike; resentment",車,159.14,20,6,11239
8060,郀,kū,Ku,邑,163.6,8,6,11240
8061,郵,yóu,"postal, mail; post office",邑,163.8,10,6,11241
8062,鉐,shí,Shi,金,167.5,13,6,11242
8063,鍧,hōng,Hong,金,167.9,17,6,11243
8064,鍼,zhēn,"needle, pin, tack; prick; inject",金,167.9,17,6,11244
8065,鏦,cōng,a short spear,金,167.11,19,6,11245
8066,镵,chán,"spade, trowel",金,167.17,22,6,6473
8067,閭,lǘ,village of twenty-five families,門,169.7,14,6,11246
8068,闢,pì,"open; settle, develop, open up",門,169.13,21,6,11247
8069,陗,qiào,a steep hill; precipitous,阜,170.7,9,6,11248
8070,陼,zhǔ,islet,阜,170.9,10,6,11249
8071,韈,wà,"socks, stockings",革,177.15,23,6,11250
8072,骫,wěi,bent,骨,188.3,12,6,11251
8073,骳,bèi,And turns,骨,188.5,14,6,11252
8074,骹,qiāo,(Cant.) a joint,骨,188.6,15,6,11253
8075,髠,kūn,shave head as punishment; prune,髟,190.2,12,6,11254
8076,髥,rán,beard; mustache,髟,190.4,14,6,11255
8077,鳒,jiān,big-mouthed flounder,魚,195.1,18,6,8016
8078,鶡,hé,"crossbill, species of nightingale",鳥,196.9,20,6,11256
8079,龒,lóng,dragon,龍,212.5,21,6,11257
8080,籂,shi,Shi,竹,118.13,19,6,11258
8081,翯,hè,glistening plumage; reflection of the sun on water,羽,124.1,16,6,7915
8082,莚,yán,"bamboo mat; feast, banquet",艸,140.7,9,6,11259
8083,萗,cè,萗,艸,140.8,11,6,11260
8084,転,zhuǎn,"shift, move, turn",車,159.4,11,6,11261
8085,鄷,fēng,Feng,邑,163.13,15,6,11262
8086,靭,rèn,"strong and pliable, resilient",革,177.3,12,6,11263
8087,馉,gǔ,Gu,食,184.1,12,6,7411
8088,騙,piàn,"swindle, cheat out of, defraud",馬,187.9,19,6,11264
8089,驊,huá,an excellent horse,馬,187.12,20,6,11265
8090,鼰,niàn,Xi,鼠,208.7,20,6,11266
8091,綑,kǔn,"coil, roll, bundle, tie up",糸,120.7,13,6,11267
8092,績,jī,spin; achievements,糸,120.11,17,6,11268
8093,臘,là,year end sacrifice; dried meat,肉,130.15,19,6,11269
8094,臛,huò,broth,肉,130.16,20,6,11270
8095,賜,cì,"give, bestow favors; appoint",貝,154.8,15,6,11271
8096,贈,zèng,"give present; bestow, confer",貝,154.12,19,6,11272
8097,蹣,pán,to jump over; to limp,足,157.11,18,6,11273
8098,軡,qián,Qian,車,159.4,11,6,11274
8099,鋸,jù,a saw; to saw; amputate,金,167.8,16,6,11275
8100,錐,zhuī,"gimlet, awl, drill, auger; bore",金,167.8,16,6,11276
8101,顎,è,jaw,頁,181.9,18,6,11277
8102,瞐,mò,瞐,目,109.1,15,6,11278
8103,銶,qiú,chisel,金,167.7,15,6,11279
8104,钖,yáng,frontlet,金,167.3,8,6,6691
8105,矊,mián,Mian,目,109.14,19,6,11280
8106,矘,tǎng,矘,目,109.2,25,6,11281
8107,矚,zhǔ,"watch carefully, stare at, focus on",目,109.21,26,6,11282
8108,矡,jué,Jue,矛,110.2,25,6,11283
8109,硽,yān,Yan,石,112.8,13,6,11284
8110,磿,lì,Li,石,112.12,17,6,11285
8111,礈,zhuì,Zhui,石,112.13,17,6,11286
8112,礜,yù,Yu,石,112.14,18,6,11287
8113,秲,zhì,Shi,禾,115.6,11,6,11288
8114,窮,qióng,"poor, destitute, impoverished",穴,116.1,15,6,11289
8115,竄,cuàn,"run away; revise, edit; expel",穴,116.13,18,6,11290
8116,笗,dōng,笗,竹,118.5,11,6,11291
8117,箘,jùn,fine bamboo,竹,118.8,14,6,11292
8118,箽,dǒng,Dong,竹,118.9,15,6,11293
8119,簍,lǒu,bamboo basket,竹,118.11,17,6,11294
8120,簜,dàng,bamboo,竹,118.12,18,6,11295
8121,粷,jú,Ju,米,119.8,14,6,11296
8122,絨,róng,"silk, cotton, or woolen fabric",糸,120.6,12,6,11297
8123,絹,juàn,kind of thick stiff silk,糸,120.7,13,6,11298
8124,緷,yùn,Gun,糸,120.9,15,6,11299
8125,緻,zhì,"delicate, fine; dense",糸,120.9,16,6,11300
8126,繉,hún,Hun,糸,120.11,17,6,11301
8127,繙,fān,"to interpret; to flap, flutter in the wind",糸,120.12,18,6,11302
8128,罁,gāng,a cistern; an earthenware jar of large dimensions; a vat; a crock,缶,121.8,14,6,11303
8129,羅,luó,net for catching birds; gauze,网,122.14,19,6,11304
8130,羇,jī,inn; lodge; travel,网,122.17,22,6,11305
8131,聣,ní,Uu,耳,128.8,14,6,11306
8132,聰,cōng,"intelligent, clever, bright",耳,128.11,17,6,11307
8133,脙,xiū,脙,肉,130.7,11,6,11308
8134,脛,jìng,shinbone; calf of leg,肉,130.7,11,6,11309
8135,脻,jiē,Jie,肉,130.8,12,6,11310
8136,脼,liǎng,Liang,肉,130.8,12,6,11311
8137,腗,pí,Pi,肉,130.8,12,6,11312
8138,艜,dài,a long narrow vessel with two masts; (Cant.) a rudder,舟,137.11,17,6,11313
8139,萊,lái,"goosefoot, weed; fallow field",艸,140.8,11,6,11314
8140,葘,zī,Zi,艸,140.9,12,6,11315
8141,葢,gài,"cover, hide, protect",艸,140.9,12,6,11316
8142,蔥,cōng,"scallions, onions, leeks",艸,140.11,14,6,11317
8143,藍,lán,blue; indigo plant; surname,艸,140.14,17,6,11318
8144,藘,lǘ,madder,艸,140.15,18,6,11319
8145,藝,yì,"art; talent, ability; craft",艸,140.15,18,6,11320
8146,蘿,luó,type of creeping plant; turnip,艸,140.19,22,6,11321
8147,蛬,qióng,Qiong,虫,142.6,12,6,11322
8148,螁,ban,Ban,虫,142.1,15,6,11323
8149,螚,nài,螚,虫,142.1,16,6,11324
8150,螤,zhōng,Zhong,虫,142.1,16,6,11325
8151,袇,rán,Ran,衣,145.4,9,6,11326
8152,袌,bào,Bao,衣,145.5,11,6,11327
8153,袔,hè,He,衣,145.5,10,6,11328
8154,袦,nà,Na,衣,145.5,10,6,11329
8155,袨,xuàn,Xuan,衣,145.5,10,6,11330
8156,覂,fěng,to throw a rider,襾,146.5,10,6,11331
8157,訃,fù,obituary; give notice of death,言,149.2,9,6,11332
8158,訋,diào,訋,言,149.3,10,6,11333
8159,詫,chà,to brag; exaggerated; to wonder at,言,149.6,13,6,11334
8160,詬,gòu,"abuse, scold, berate, insult",言,149.6,13,6,11335
8161,詮,quán,"explain, expound, comment on",言,149.6,13,6,11336
8162,詻,è,orders,言,149.6,13,6,11337
8163,誠,chéng,"sincere, honest; true, real",言,149.7,13,6,11338
8164,謬,miù,"error, exaggeration; erroneous",言,149.11,18,6,11339
8165,譃,xū,譃,言,149.12,18,6,11340
8166,譄,zēng,Zeng,言,149.12,19,6,11341
8167,譯,yì,translate; decode; encode,言,149.13,20,6,11342
8168,譽,yù,"fame, reputation; praise",言,149.14,20,6,11343
8169,賰,chǔn,"plentiful, wealthy or rich; handsome (pay, gifts, etc.)",貝,154.9,16,6,11344
8170,趮,zào,"easily provoked, hasty; fierce, cruel",走,156.13,20,6,11345
8171,蹱,zhōng,to stagger along; to fall,足,157.12,19,6,11346
8172,軙,chén,a Chinese family name to arrange; to display wheel,車,159.4,11,6,11347
8173,軠,rèn,Kuang,車,159.4,11,6,11348
8174,輩,bèi,"generation, lifetime; class",車,159.8,15,6,11349
8175,辭,cí,"words, speech, expression, phrase",辛,160.12,19,6,11350
8176,遜,xùn,"humble, modest; yield",辵,162.1,13,6,11351
8177,鄧,dèng,surname,邑,163.12,14,6,11352
8178,鄫,zēng,Zeng,邑,163.12,14,6,7720
8179,鄿,jī,county in Xinjiang province,邑,163.16,17,6,11353
8180,酀,yàn,Yan,邑,163.16,18,6,11354
8181,釡,fǔ,"cauldron, pot, kettle",金,167.2,10,6,11355
8182,釢,nǎi,Nai,金,167.2,10,6,11356
8183,鉃,shì,鉃,金,167.5,13,6,11357
8184,鍍,dù,"plate, coat, gild",金,167.9,17,6,11358
8185,鍎,tú,Tu,金,167.9,17,6,11359
8186,鎖,suǒ,"lock, padlock; shackles, chains",金,167.1,18,6,11360
8187,闃,qù,"alone; quiet, still",門,169.9,17,6,11361
8188,鞗,tiáo,reins,革,177.7,15,6,11362
8189,韱,xiān,wild onions or leeks,韭,179.8,17,6,11363
8190,頹,tuí,"ruined, decayed; disintegrate",頁,181.7,16,6,11364
8191,願,yuàn,"desire, want; wish; ambition",頁,181.1,19,6,11365
8192,顳,niè,the temporal bone,頁,181.18,27,6,11366
8193,餁,rèn,cooked food; cook until well done,食,184.6,14,6,11367
8194,餃,jiǎo,stuffed dumplings,食,184.6,14,6,11368
8195,餵,wèi,"to feed, to raise",食,184.9,17,6,11369
8196,馮,féng,surname; gallop; by dint of,馬,187.2,12,6,11370
8197,馳,chí,go quickly or swiftly; hurry,馬,187.3,13,6,11371
8198,駛,shǐ,"sail, drive, pilot; fast, quick",馬,187.5,15,6,11372
8199,騎,qí,ride horseback; mount; cavalry,馬,187.8,18,6,11373
8200,騺,zhì,heavy horse; horse unable to move because of twisted leg; plodding,馬,187.11,21,6,11374
8201,鯚,jì,鯚,魚,195.8,19,6,11375
8202,鰟,fáng,Fang,魚,195.1,21,6,11376
8203,鱉,biē,turtle,魚,195.12,22,6,11377
8204,鳛,xí,"the weather or dojo loach, Misgurnus anguillicaudatus",魚,195.11,19,6,8045
8205,鴟,chī,"kite, horned owl; wine cups",鳥,196.5,16,6,11378
8206,鴮,wū,Wu,鳥,196.6,17,6,11379
8207,鴲,zhī,Zhi,鳥,196.6,17,6,11380
8208,鴷,liè,a woodpecker,鳥,196.6,17,6,11381
8209,鷷,zūn,Zun,鳥,196.12,23,6,11382
8210,鸀,chǔ,Zhu,鳥,196.13,24,6,11383
8211,麎,chén,Chen,鹿,198.7,18,6,11384
8212,麡,qí,Qi,鹿,198.14,25,6,11385
8213,麧,hé,He,麥,199.3,14,6,11386
8214,鼇,áo,huge sea turtle,黽,205.1,23,6,11387
8215,鼞,tāng,Tang,鼓,207.11,24,6,11388
8216,鼤,wén,鼤,鼠,208.4,17,6,11389
8217,齺,zōu,齺,齒,211.1,25,6,11390
8218,齽,jìn,Jin,齒,211.13,28,6,11391
8219,龑,yǎn,high and bright,龍,212.4,20,6,11392
8220,裏,,"inside, interior, within",衣,145.7,13,6,11393
8221,䦶,zhèng,(simplified form of,,,14,6,11394
8222,䲡,qiū,(simplified form,,,20,6,11395
8223,砮,nǔ,arrow-tip,石,112.5,10,6,7087
8224,綟,lì,Li,糸,120.8,14,6,11396
8225,緜,mián,"cotton wad; wool; soft, downy",糸,120.9,15,6,11397
8226,繑,qiāo,Qiao,糸,120.12,18,6,11398
8227,纑,lú,to soften hemp by boiling; thread,糸,120.16,22,6,11399
8228,罈,tán,"an earthenware jar, a jug",缶,121.12,18,6,11400
8229,蠙,pín,oyster,虫,142.14,20,6,11401
8230,輴,chūn,sled,車,159.9,16,6,11402
8231,酨,zài,Zai,酉,164.6,13,6,11403
8232,鏂,ōu,Ou,金,167.11,19,6,11404
8233,駹,máng,black horse with a white face,馬,187.7,17,6,11405
8234,鎪,sōu,to engrave (metal of wood),金,167.1,17,6,11406
8235,瞕,zhàng,cataract in the eye,目,109.11,16,6,11407
8236,窪,wā,hollow; pit; depression; swamp,穴,116.9,14,6,11408
8237,肻,kěn,Ken,肉,130.4,8,6,11409
8238,蠔,háo,oyster,虫,142.14,20,6,11410
8239,鐰,qiāo,Cao,金,167.13,21,6,11411
8240,綵,cǎi,varicolored silk; variegated,糸,120.8,14,6,11412
8241,鮰,huí,a small sturgeon found in the Yangzi; catfish,魚,195.6,17,6,11413
8242,鳾,shī,general term for a group of small birds,鳥,196.4,15,6,11414
8243,虰,dīng,Ding,虫,142.2,8,6,11415
8244,驎,lín,Lin,馬,187.12,22,6,11416
8245,荬,mǎi,a plant name,艸,140.6,9,6,4137
8246,鑛,kuàng,"mine; mineral, ore",金,167.15,22,6,11417
8247,犏,piān,yak-ox,牛,93.9,13,6,5495
8248,鞧,qiū,a leather strap,革,177.9,18,6,6318
8249,鮋,yóu,Rockfish,魚,195.5,16,6,11418
8250,鰷,tiáo,minnow,魚,195.11,21,6,11419
8251,鶲,wēng,Flycatcher,鳥,196.1,21,6,11420
8252,盕,fàn,Fan,皿,108.6,11,6,11421
8253,盩,zhōu,callus,皿,108.12,17,6,11422
8254,盻,xì,glare; stare,目,109.4,9,6,11423
8255,眖,kuàng,Kuang,目,109.5,10,6,11424
8256,砛,jin,Jin,石,112.4,9,6,11425
8257,硈,qià,Qia,石,112.6,11,6,11426
8258,禢,tà,surname,示,113.1,14,6,11427
8259,禥,qí,Qi,示,113.11,15,6,11428
8260,窼,zhāo,Zhao,穴,116.11,16,6,11429
8261,竏,qian,kiloliter,立,117.3,8,6,11430
8262,筈,kuò,arrow end,竹,118.6,12,6,11431
8263,筽,o,筽,竹,118.7,13,6,11432
8264,篴,dí,bamboo flute; whistle,竹,118.11,16,6,11433
8265,籆,yuè,Yue,竹,118.14,19,6,11434
8266,籇,háo,Hao,竹,118.14,20,6,11435
8267,紏,tǒu,Tou,糸,120.4,10,6,11436
8268,肣,hán,Han,肉,130.4,8,6,11437
8269,胑,zhī,the limbs; the upper arm; wings of birds; legs of animals,肉,130.5,9,6,11438
8270,臮,jì,Ji,自,132.6,12,6,11439
8271,苲,zhǎ,Zuo,艸,140.5,8,6,11440
8272,蒃,zhuàn,Zhuan,艸,140.9,12,6,11441
8273,虗,xū,Xu,虍,141.5,11,6,11442
8274,蜌,bì,Bi,虫,142.7,13,6,11443
8275,跘,pán,Pan,足,157.5,12,6,11444
8276,鞦,qiū,leather stap; swing,革,177.9,18,6,11445
8277,驄,cōng,horse with a bluish white color,馬,187.11,21,6,11446
8278,鷭,fán,Fan,鳥,196.12,23,6,11447
8279,鸼,zhōu,Zhou,鳥,196.6,11,6,7205
8280,鹐,qiān,"to peck, as birds",,,13,6,5533
8281,矄,xūn,Xun,目,109.14,19,6,11448
8282,魖,xū,Xu,鬼,194.12,20,6,11449
8283,鴐,gē,Ge,鳥,196.5,16,6,11450
8284,薀,yùn,薀,艸,140.13,16,6,11451
8285,謏,xiǎo,"scold, censure; lead people toward virtuous ways; small, little",言,149.1,16,6,11452
8286,脎,sà,an organic compound,肉,130.6,10,6,7030
8287,締,dì,"tie, join, connect; connection",糸,120.9,15,6,11453
8288,聧,kuī,Kui,耳,128.9,15,6,11454
8289,脜,yǒu,You,肉,130.7,11,6,11455
8290,艤,yǐ,to moor a boat to the bank,舟,137.13,19,6,11456
8291,荖,lǎo,betel pepper,艸,140.6,9,6,6783
8292,蕌,lěi,Lei,艸,140.12,15,6,11457
8293,蠷,qú,蠷,虫,142.18,24,6,11458
8294,褏,xiù,sleeve; ample flowing robes,衣,145.9,14,6,11459
8295,觽,xī,Wei,角,148.16,22,6,11460
8296,踫,pèng,"collide, bump into",足,157.9,15,6,11461
8297,蹽,liāo,Liao,足,157.12,19,6,6385
8298,軉,yù,Yu,身,158.2,27,6,11462
8299,軛,è,"yoke, collar; to restrain",車,159.4,11,6,11463
8300,墚,liáng,mountain range,土,32.11,14,6,7636
8301,搌,zhǎn,to wipe tears; to bind,手,64.1,13,6,7483
8302,擗,pǐ,to beat the breast,手,64.13,16,6,11464
8303,哳,zhā,Zha,口,30.7,10,6,6986
8304,鋻,jiàn,Jian,金,167.8,16,6,11465
8305,楗,jiàn,"bar of door, bolt of lock",木,75.9,12,6,7333
8306,韂,chàn,a saddle-flap. trappings,革,177.13,22,6,8088
8307,飆,biāo,"whirlwind, stormy gale",風,182.12,21,6,11466
8308,饏,dàn,Dan,食,184.12,20,6,11467
8309,耥,tāng,farm tool,耒,127.8,14,6,5620
8310,髼,péng,Peng,髟,190.7,17,6,11468
8311,篼,dōu,mountain sedan chair; (Cant.) a simple container without a cover,竹,118.11,17,6,6257
8312,鬑,lián,"long, flowing hair",髟,190.1,20,6,11469
8313,醑,xǔ,to strain spirits,酉,164.9,16,6,7848
8314,鴧,ròng,Yu,鳥,196.5,16,6,11470
8315,眜,mò,眜,目,109.5,10,6,11471
8316,瞷,jiàn,Jian,目,109.12,17,6,11472
8317,磦,biāo,Piao,石,112.11,16,6,11473
8318,礨,lěi,Lei,石,112.15,20,6,11474
8319,祃,mà,a sacrifice at the beginning of a military campaign,示,113.3,7,6,6624
8320,祲,jìn,ominous or sinister spirit; vigor,示,113.7,11,6,7253
8321,祻,gù,Gu,示,113.8,12,6,11475
8322,窊,wā,"pit, vault; store in pit; (Cant.)",穴,116.5,10,6,7073
8323,簥,jiāo,a large pipe; a farm tool,竹,118.12,18,6,11476
8324,籲,yù,appeal; request; implore,竹,118.26,32,6,11477
8325,縢,téng,"bind, tie up, restrain; cord",糸,120.1,16,6,7884
8326,繌,sha,Sha,糸,120.11,17,6,11478
8327,繒,zēng,silk fabrics; surname,糸,120.12,18,6,11479
8328,聜,dǐ,Di,耳,128.8,14,6,11480
8329,胔,zì,rotten meat; bones of dead animals,肉,130.5,12,6,11481
8330,胾,zì,minced meat; to cut meat into pieces,肉,130.6,12,6,11482
8331,脨,cù,Cu,肉,130.7,11,6,11483
8332,膼,zhuā,Zhua,肉,130.13,15,6,11484
8333,艕,bàng,two boats fastened side by side,舟,137.1,16,6,11485
8334,苼,shēng,Sheng,艸,140.5,8,6,11486
8335,莻,gòng,late,匕,21.9,13,6,11487
8336,蓨,tiáo,Tiao,艸,140.11,13,6,11488
8337,蓵,jié,Jie,艸,140.11,14,6,11489
8338,蓾,lǔ,Lu,艸,140.11,14,6,11490
8339,藦,mò,edible mushrooms,艸,140.15,18,6,7989
8340,虀,jī,minced pickles; leeks; mix; salt,艸,140.19,22,6,11491
8341,蚈,qiān,Qian,虫,142.6,10,6,11492
8342,蛡,yì,Xu,虫,142.6,12,6,11493
8343,蛻,tuì,"molt, exuviate, shed",虫,142.7,13,6,11494
8344,蝝,yuán,the larva of locust,虫,142.9,15,6,11495
8345,蝹,yūn,Yun,虫,142.1,15,6,11496
8346,蟿,qì,acrida chinensis,虫,142.13,19,6,11497
8347,衼,zhī,Zhi,衣,145.4,9,6,11498
8348,褦,nài,"stupid, dull, ignorant, doltish; (Cant.) to tie up, bind",衣,145.1,15,6,11499
8349,襶,dài,ignorant; naive; unsophisticated,衣,145.18,22,6,11500
8350,覐,jué,"to sleep; to realize, feel",見,147.4,11,6,11501
8351,詯,huì,Hui,言,149.6,13,6,11502
8352,誴,cóng,Cong,言,149.8,15,6,11503
8353,諓,jiàn,flattering,言,149.8,15,6,11504
8354,謧,lí,Li,言,149.11,17,6,11505
8355,謪,shāng,to consult; to deliberate; commerce,言,149.11,18,6,11506
8356,譁,huá,"noise, uproar; clamor, hubbub",言,149.12,17,6,11507
8357,貤,yí,"steps, grade, strata; series",貝,154.3,10,6,11508
8358,赪,chēng,deep red,赤,155.6,13,6,7479
8359,踖,jí,"trample on, tread on",足,157.8,15,6,11509
8360,軆,tǐ,"body; group, class, body, unit",身,158.13,20,6,11510
8361,輈,zhōu,shaft,車,159.6,13,6,11511
8362,鄛,cháo,Chao,邑,163.11,13,6,11512
8363,鄡,qiāo,Qiao,邑,163.11,13,6,11513
8364,醖,yùn,liquor,酉,164.9,16,6,11514
8365,屺,qǐ,a hill with trees or grass-- some give the opposite meaning,山,46.3,6,6,3594
8366,鍑,fù,Fu,金,167.9,17,6,11515
8367,鏉,shòu,Shou,金,167.11,19,6,11516
8368,雊,gòu,the crow of a male pheasant,隹,172.5,13,6,7564
8369,顓,zhuān,"good, honest; simple; respectful",頁,181.9,18,6,11517
8370,飐,zhǎn,sway in wind,風,182.5,9,6,6872
8371,稆,lǚ,wild grain,禾,115.6,11,6,7189
8372,駳,dàn,Dan,馬,187.8,16,6,11518
8373,騽,xí,Xi,馬,187.11,21,6,11519
8374,骍,xīng,"red, brown, bay; neat, harmonious",馬,187.7,10,6,7096
8375,筻,gàng,place name in Hunan province,竹,118.7,13,6,7542
8376,魱,hú,Hu,魚,195.4,15,6,11520
8377,舣,yǐ,to moor a boat to the bank,舟,137.3,9,6,6861
8378,鮾,něi,Nei,魚,195.7,18,6,11521
8379,鯋,shā,shark,魚,195.7,18,6,11522
8380,鯏,li,dialect name for a (bad tasting) blood clam,魚,195.7,18,6,11523
8381,鶃,yì,hawk; Ardea cinerea,鳥,196.8,19,6,11524
8382,鶫,dong,thrush; Turdus naumanni,鳥,196.9,20,6,11525
8383,齛,xiè,Xie,齒,211.5,20,6,11526
8384,矙,kàn,view,目,109.2,24,6,11527
8385,絾,chéng,Cheng,糸,120.7,12,6,11528
8386,袗,zhěn,unlined garments; hem of garment,衣,145.5,10,6,7078
8387,襬,bǎi,lower part of a robe,衣,145.15,20,6,11529
8388,漤,lǎn,marinate in salt,水,85.11,14,6,7725
8389,闕,què,watch tower; palace,門,169.1,18,6,11530
8390,鬐,qí,dorsal,髟,190.1,20,6,11531
8391,鲾,bī,Sheepshead minnows and spot,魚,195.1,17,6,7962
8392,鴾,móu,a crested ibis,鳥,196.6,17,6,11532
8393,稭,jiē,"stalk of grain, rice, corn, hemp",禾,115.9,14,6,11533
8394,籄,kuì,a basket for carrying earth,竹,118.14,20,6,11534
8395,聺,qié,Qie,耳,128.14,20,6,11535
8396,褹,yì,Yi,衣,145.11,16,6,11536
8397,訟,sòng,"accuse; argue, dispute; litigate",言,149.4,11,6,11537
8398,鏕,lù,Lu,金,167.11,19,6,11538
8399,齆,wèng,stuffed nose,鼻,209.1,24,6,11539
8400,盫,ān,盫,皿,108.13,18,6,11540
8401,矎,xuān,Xuan,目,109.15,19,6,11541
8402,礋,zé,Ze,石,112.13,18,6,11542
8403,窌,jiào,"pit, vault; store in pit",穴,116.5,10,6,11543
8404,簼,lóng,簼,竹,118.13,19,6,11544
8405,糴,dí,purchase grains; store grain,米,119.16,22,6,11545
8406,纴,rèn,"weave, lay warp",糸,120.4,7,6,3823
8407,罵,mà,"accuse, blame, curse, scold",网,122.1,15,6,11546
8408,翚,huī,Hui,羽,124.6,12,6,5324
8409,耰,yōu,toothless rake for drawing earth over newly sown grain,耒,127.15,21,6,8074
8410,艧,huò,Wo,舟,137.14,19,6,11547
8411,藇,xù,fine,艸,140.14,16,6,11548
8412,虖,hū,to cry; to shout; to howl,虍,141.5,11,6,11549
8413,蚖,yuán,Wan,虫,142.4,10,6,11550
8414,蜎,yuān,mosquito larva,虫,142.7,13,6,7524
8415,蜨,dié,butterfly,虫,142.8,14,6,11551
8416,蠭,fēng,"bees, hornets, wasps",虫,142.17,22,6,11552
8417,詟,zhé,fear; envy; loquacious,言,149.5,12,6,7342
8418,詵,shēn,"inquire, question; numerous",言,149.6,13,6,11553
8419,譔,zhuàn,"eulogize; compose, write",言,149.12,19,6,11554
8420,豭,jiā,"boar, male pig",豕,152.9,16,6,11555
8421,趙,zhào,surname; ancient state,走,156.7,14,6,11556
8422,趬,qiāo,Qiao,走,156.12,19,6,11557
8423,阢,wù,Wu,阜,170.3,5,6,11558
8424,圊,qīng,rest room,囗,31.8,11,6,4817
8425,醃,yān,"marinate, pickle; salt",酉,164.8,15,6,11559
8426,録,lù,copy,金,167.8,16,6,11560
8427,鍮,tōu,brass,金,167.9,17,6,11561
8428,鍸,hú,"food, gruel",金,167.9,17,6,11562
8429,闚,kuī,flash; flashing; steal look,門,169.11,19,6,11563
8430,阤,zhì,hill,阜,170.3,5,6,11564
8431,霫,xí,heavy rain,雨,173.11,19,6,11565
8432,鞎,hén,Hen,革,177.6,15,6,11566
8433,韗,yùn,Yun,韋,178.9,18,6,11567
8434,鬖,sān,wild hair,髟,190.11,21,6,11568
8435,鳠,hù,Longbarbel,魚,195.13,21,6,8082
8436,鴼,luò,Lu,鳥,196.6,17,6,11569
8437,鷇,kòu,"chicks, fledglings",鳥,196.1,21,6,11570
8438,黇,tiān,Fallow,黃,201.5,16,6,7840
8439,黡,yǎn,"mole, scar, blemish",黑,203.6,18,6,7993
8440,齣,chū,"act; stanza; time, occasion",齒,211.5,20,6,11571
8441,盞,zhǎn,"small cup or container; classifier for lamps, etc.",皿,108.8,13,6,11572
8442,眅,pān,inlay; border,目,109.4,9,6,11573
8443,磈,wěi,磈,石,112.1,14,6,11574
8444,磳,zēng,Zeng,石,112.12,17,6,11575
8445,穫,huò,"harvest, cut grain",禾,115.14,18,6,11576
8446,窅,yǎo,"far, deep; sunken eyes; sad",穴,116.5,10,6,7072
8447,窾,kuǎn,hole; hallow; empty,穴,116.12,17,6,11577
8448,筭,suàn,"an ancient device for working with numbers; count, calculate, figure",竹,118.7,13,6,11578
8449,箣,cè,Bambusa,竹,118.8,14,6,11579
8450,簃,yí,side room,竹,118.11,17,6,7952
8451,簺,sài,Sai,竹,118.13,19,6,11580
8452,粴,lǐ,Li,米,119.7,13,6,11581
8453,糦,xī,Xi,米,119.12,18,6,11582
8454,絟,quán,Quan,糸,120.6,12,6,11583
8455,緺,guā,Gua,糸,120.9,14,6,11584
8456,縩,cài,Cai,糸,120.11,17,6,11585
8457,罍,léi,large earthenware wine jar,缶,121.15,21,6,8080
8458,翣,shà,feathers used decorate coffin; large wooden fan,羽,124.8,14,6,11586
8459,聟,xù,son-in-law; husband,耳,128.8,14,6,11587
8460,肊,yì,Yi,肉,130.1,5,6,11588
8461,肙,yuàn,a small worm; to twist; to surround; empty,肉,130.3,7,6,11589
8462,肞,chā,Cha,肉,130.3,7,6,11590
8463,臞,qú,Qu,肉,130.18,22,6,11591
8464,苶,nié,weary; tired,艸,140.5,8,6,11592
8465,菭,tái,Chi,艸,140.8,11,6,11593
8466,葖,tū,follicle,艸,140.9,12,6,7318
8467,蕳,jiān,agueweed,艸,140.12,15,6,11594
